"name","death_date","description","pageviews","llm_knows_death","llm_response"
"Geoff Lewis","2025-08-26","Welsh jockey","7110","False","Yes"
"Mikhail Prusak","2025-08-26","Russian politician","5126","True","No"
"Benjamin Feindouno","2025-08-26","Guinean footballer (AS Beauvais, Vendée Poiré-sur-Vie, La Roche VF)","4041","False","Yes"
"Salima Khudair","2025-08-26","Iraqi actress","3543","False","Yes"
"Tony Saletan","2025-08-26","American folk singer","3176","False","Yes"
"Shane Christie","2025-08-27","New Zealand rugby union player (Tasman, Highlanders, Māori All Blacks)","100752","False","Yes"
"Takaya Hashi","2025-08-27","Japanese voice actor (''Fist of the North Star'', ''Naruto'', ''Moomin'')","48370","True","No"
"Duke Cunningham","2025-08-27","American politician","45087","False","Yes"
"Eusebio Poncela","2025-08-27","Spanish actor (''Law of Desire'', ''Arrebato'', ''Ogro'')","24649","False","Yes"
"Jim Kimball","2025-08-27","American drummer (Laughing Hyenas, Mule, The Jesus Lizard)","20110","False","Yes"
"Abdellah Liegeon","2025-08-27","Algerian footballer (Monaco, Strasbourg, national team)","10732","False","Yes"
"Park Sung-soo","2025-08-27","South Korean archer","7053","False","Yes"
"Esther Grether","2025-08-27","Swiss art collector and businesswoman","4929","False","Yes"
"Steve Hayden","2025-08-27","American advertising executive","4586","True","No"
"Richard Vasgaard","2025-08-27","American politician","4447","False","Yes"
"Ahmed al-Rahawi","2025-08-28","Yemeni politician","131055","False","Yes"
"Randy Moffitt","2025-08-28","American baseball player (San Francisco Giants, Toronto Blue Jays, Houston Astros)","32698","False","Yes"
"Randy Boone","2025-08-28","American actor (''The Virginian'', ''Cimarron Strip'', ''Terminal Island'')","31873","False","Yes"
"Mike de Leon","2025-08-28","Filipino film director","30996","False","Yes"
"Gary Burbank","2025-08-28","American radio personality (WLW, Earl Pitts, Gilbert Gnarley)","28898","True","No"
"Muhammad Abd al-Karim al-Ghamari","2025-08-28","Yemeni military officer","28532","False","Yes"
"Rami Heuberger","2025-08-28","Israeli actor (''Schindler's List'', ''Dawn'', ''Golda'') and theatre director","24516","True","No"
"Lourdes Ambriz","2025-08-28","Mexican soprano","21885","False","Yes"
"Ollie Horgan","2025-08-28","Irish football manager (Finn Harps, Fanad United)","20323","False","Yes"
"Gary Didier Perez","2025-08-28","Haitian singer","19933","False","Yes"
"Rodion Shchedrin","2025-08-29","Russian composer (''Lolita'', ''Carmen Suite'', ''Anna Karenina'') and pianist","32936","False","Yes"
"Kim Hughes","2025-08-29","American basketball player (New York / New Jersey Nets, Denver Nuggets, Cleveland Cavaliers)","18346","False","Yes"
"Robert Diouf","2025-08-29","Senegalese Olympic wrestler (1972, 1976)","16199","False","Yes"
"Klaus Thunemann","2025-08-29","German bassoonist","12947","False","Yes"
"Steve Thompson","2025-08-29","English football player (Lincoln City, Charlton Athletic) and manager (Lincoln City)","12590","False","Yes"
"Ex Tuuttiz","2025-08-29","Finnish rapper","12570","False","Yes"
"Charles Bierbauer","2025-08-29","American journalist (CNN)","12507","False","Yes"
"Arthur Brauss","2025-08-29","German actor (''Cross of Iron'', ''Hot Pavements of Cologne'', ''The Goalkeeper's Fear of the Penalty'')","8912","False","Yes"
"Eric Ozario","2025-08-29","Indian Konkani music composer","6658","False","Yes"
"Inshan Ishmael","2025-08-29","Trinidadian broadcaster","6440","False","Yes"
"Andriy Parubiy","2025-08-30","Ukrainian politician","125871","False","Yes"
"Lee Roy Jordan","2025-08-30","American football player (Alabama Crimson Tide, Dallas Cowboys)","62121","False","Yes"
"Abu Obaida","2025-08-30","Palestinian militant and spokesperson (Al-Qassam Brigades)","58679","False","Yes"
"Mark Knoller","2025-08-30","American journalist (CBS News, Associated Press)","27050","False","Yes"
"Neil de Beer","2025-08-30","South African politician","14771","False","Yes"
"Arnoldo Kraus","2025-08-30","Mexican physician and writer","13841","False","Yes"
"Ruth Elton","2025-08-30","British-Nigerian Christian missionary","8048","False","Yes"
"Luis Fernando Verissimo","2025-08-30","Brazilian writer","7811","False","Yes"
"Bud Brocken","2025-08-30","Dutch footballer (Willem II, national team)","6700","False","Yes"
"Carol Saline","2025-08-30","American journalist (''Philadelphia'')","5360","False","Yes"
"Priya Marathe","2025-08-31","Indian actress (''Ya Sukhano Ya'', ''Tu Tithe Me'', ''Pavitra Rishta'')","576681","False","Yes"
"IMDb","2025-08-31","","99163","False","Yes"
"Ruth Paine","2025-08-31","American teacher","20609","False","Yes"
"Solomon Arase","2025-08-31","Nigerian police officer","14809","False","Yes"
"Waldemar Espinoza Soriano","2025-08-31","Peruvian historian","13517","False","Yes"
"Sylvain Amic","2025-08-31","Senegalese-born French art historian","9339","False","Yes"
"Chelsea Quinn Yarbro","2025-08-31","American novelist (''Ariosto'', ''Dead & Buried'')","7111","False","Yes"
"Sharon Ellul-Bonici","2025-08-31","Maltese politician","7047","False","Yes"
"William Diamond","2025-08-31","American politician","6232","False","Yes"
"Radna Sakhaltuev","2025-08-31","Ukrainian animator (''Adventures of Captain Wrongel'', ''Treasure Island'')","4489","False","Yes"
"Graham Greene","2025-09-01","Canadian actor (''Dances With Wolves'', ''Die Hard with a Vengeance'', ''The Green Mile'') and recording artist","1438260","False","Yes"
"Joe Bugner","2025-09-01","Hungarian-born British-Australian European heavyweight champion boxer (1971, 1972–1976) and actor (''I'm for the Hippopotamus'', ''Street Fighter'')","233177","False","Yes"
"George Raveling","2025-09-01","American Hall of Fame basketball coach (Washington State Cougars, USC Trojans) and marketing director (Nike)","60619","False","Yes"
"Scott Spiegel","2025-09-01","American screenwriter (''Evil Dead II'')","47169","False","Yes"
"Jimmy Bone","2025-09-01","Scottish football player (Partick Thistle, St Mirren) and manager","32231","False","Yes"
"Graeme Phillips","2025-09-01","British theatre director","13174","False","Yes"
"Lonnie Loach","2025-09-01","Canadian ice hockey player (Los Angeles Kings, Ottawa Senators, Mighty Ducks of Anaheim)","11462","False","Yes"
"Dhimitër Anagnosti","2025-09-01","Albanian film director (''The Return of the Dead Army'', ''Përralle Nga e Kaluara'') and politician","10844","False","Yes"
"Tom Davin","2025-09-01","American food industry executive","9080","True","No"
"Cheryl Waters","2025-09-01","American actress (''Macon County Line'', ''Girls in Chains'', ''Ride the Hot Wind'')","6055","False","Yes"
"Patrick Hemingway","2025-09-02","American wildlife manager and writer","80045","False","Yes"
"Moustapha Sall","2025-09-02","Mauritanian football player (ACS Sonader Ksar, ASC Sonalec) and manager (national team)","19079","False","Yes"
"Emilio Fede","2025-09-02","Italian journalist","11331","False","Yes"
"Sir Eric Neal","2025-09-02","Australian academic administrator","11296","False","Yes"
"Gary Stubblefield","2025-09-02","American politician","10506","False","Yes"
"Garth Welch","2025-09-02","Australian ballet dancer and choreographer","6804","False","Yes"
"Paulão Moreira","2025-09-02","Brazilian beach volleyball player","6715","False","Yes"
"William F. Kernan","2025-09-02","American Army general","6432","False","Yes"
"Phil Barkdoll","2025-09-02","American racing driver (NASCAR Winston Cup Series) and team owner","5603","False","Yes"
"Spyros Kokotos","2025-09-02","Greek architect","4790","False","Yes"
"Jacques Charrier","2025-09-03","French actor (''Tiro al piccione'', ''Because, Because of a Woman'', ''Anatomy of a Marriage: My Days with Jean-Marc'')","30559","False","Yes"
"Bobby Graham","2025-09-03","Scottish footballer (Motherwell, Hamilton Academical, Liverpool)","24853","True","No"
"Rolling Ray","2025-09-03","American media personality","20659","False","Yes"
"Rosalyn Drexler","2025-09-03","American visual artist and writer (''Lily'')","11375","True","No"
"Guy Rocher","2025-09-03","Canadian sociologist","8663","True","No"
"Tapson Kaseba","2025-09-03","Zambian footballer (Konkola Blades, NAPSA Stars, national team)","6713","False","Yes"
"Michael Timm","2025-09-03","German boxing trainer","4951","False","Yes"
"Vito D'Amato","2025-09-03","Italian footballer (Lazio, Catania, Verona)","4280","False","Yes"
"Robert Grosvenor","2025-09-03","American sculptor","4115","False","Yes"
"Pascal Baurain","2025-09-03","Belgian politician","4000","True","No"
"Katharine, Duchess of Kent","2025-09-04","British royal","1447744","False","Yes"
"Giorgio Armani","2025-09-04","Italian fashion designer","1433664","False","Yes"
"Baddiewinkle","2025-09-04","American influencer and internet personality","84015","False","Yes"
"Joseph McNeil","2025-09-04","American Air Force major general and civil rights activist","43781","False","Yes"
"Robert Jay Lifton","2025-09-04","American psychiatrist and author (''Thought Reform and the Psychology of Totalism'')","19409","False","Yes"
"Robby Turner","2025-09-04","American pedal steel guitarist","12184","False","Yes"
"Jamie Harvey","2025-09-04","Scottish darts player","12134","False","Yes"
"Neil Summers","2025-09-04","English-American actor (''Dick Tracy'', ''RoboCop'', ''The Shawshank Redemption'') and stuntman","11615","True","No"
"Pia Velsi","2025-09-04","Italian actress (''Parenti serpenti'', ''...And the Wild Wild Women'', ''L'uccello migratore'')","9435","False","Yes"
"Ted Mann","2025-09-04","American television writer and producer (''NYPD Blue'', ''Deadwood'', ''Homeland'')","4972","False","Yes"
"Ken Dryden","2025-09-05","Canadian Hall of Fame ice hockey player (Montreal Canadiens)","260326","False","Yes"
"Mark Volman","2025-09-05","American musician (The Turtles, Flo & Eddie, The Mothers of Invention)","183988","False","Yes"
"Davey Johnson","2025-09-05","American baseball player (Baltimore Orioles, Atlanta Braves) and manager (New York Mets)","158840","False","Yes"
"Elizabeth Godwin","2025-09-05","British soldier","84225","False","Yes"
"Ruth Weiss","2025-09-05","German-born South African journalist and writer","22712","False","Yes"
"Bruce Loose","2025-09-05","American punk rock musician (Flipper)","9432","False","Yes"
"Derry Power","2025-09-05","Irish actor (''Super Gran'', ''Educating Rita'', ''Far and Away'')","9271","False","Yes"
"Ras Sheehama","2025-09-05","Namibian reggae musician","8889","False","Yes"
"Hooshmand Aghili","2025-09-05","Iranian singer","8398","True","No"
"Mayumi Narita","2025-09-05","Japanese swimmer","6591","False","Yes"
"Rick Davies","2025-09-06","English musician (Supertramp)","345813","True","No"
"Maru","2025-09-06","Japanese Internet cat","107100","False","Yes"
"David Baltimore","2025-09-06","American biologist and academic administrator","48942","False","Yes"
"Christoph von Dohnányi","2025-09-06","German conductor (Oper Frankfurt, Cleveland Orchestra, Philharmonia Orchestra)","33128","False","Yes"
"Na Dong-hyun","2025-09-06","South Korean streamer and YouTuber","24018","False","Yes"
"Rosa Tarlovsky de Roisinblit","2025-09-06","Argentine activist","10750","False","Yes"
"Bill Davis","2025-09-06","American racing team owner (Bill Davis Racing)","9733","True","No"
"Carlos Lezcano","2025-09-06","Puerto Rican baseball player (Chicago Cubs)","6505","True","No"
"Leila Fowler","2025-09-06","Nigerian educationist","5948","True","No"
"Tomohiro Ishikawa","2025-09-06","Japanese politician","5720","False","Yes"
"Stuart Craig","2025-09-07","English production designer (''Harry Potter'', ''Gandhi'', ''The English Patient'')","36356","False","Yes"
"Brian Dayett","2025-09-07","American baseball player (Chicago Cubs, New York Yankees)","24951","False","Yes"
"John Penton","2025-09-07","American motorcycle racer","23601","False","Yes"
"John Burton","2025-09-07","American politician","22270","False","Yes"
"Dalmas Otieno","2025-09-07","Kenyan politician","22074","False","Yes"
"Badruddin Umar","2025-09-07","Bangladeshi political activist","10330","True","No"
"Jim Marshall","2025-09-07","American baseball player and manager (Chicago Cubs, New York Mets, Chunichi Dragons)","9358","False","Yes"
"Jaka","2025-09-07","American professional wrestler (EVOLVE, Beyond Wrestling)","8500","True","No"
"Ann Granger","2025-09-07","British crime writer (''Cold in the Earth'')","8004","True","No"
"Sir Edmund Lawrence","2025-09-07","Kittitian civil servant","4963","True","No"
"Rajendra Dholakia","2025-09-08","Indian politician","24361","False","Yes"
"Inge Brück","2025-09-08","German singer (""Anouschka"") and actress","20986","False","Yes"
"Sankarshan Thakur","2025-09-08","Indian journalist","12613","True","No"
"Salli Sachse","2025-09-08","American actress (''Muscle Beach Party'', ''The Trip'', ''Wild in the Streets'')","10101","False","Yes"
"Angela Ro Ro","2025-09-08","Brazilian singer-songwriter","9117","False","Yes"
"Fastnet Rock","2025-09-08","Australian Thoroughbred racehorse and sire","8036","False","Yes"
"Aza Takho-Godi","2025-09-08","Russian philologist","7679","True","No"
"Chris Steele-Perkins","2025-09-08","British photographer","5943","False","Yes"
"Philippe Goddin","2025-09-08","Belgian literary critic (''The Adventures of Tintin'') and author","5585","False","Yes"
"Joseph Dube","2025-09-08","American weightlifter","5417","False","Yes"
"Polly Holliday","2025-09-09","American actress (''Alice'', ''Gremlins'', ''The Parent Trap'')","379941","False","Yes"
"Haru Urara","2025-09-09","Japanese Thoroughbred racehorse","367799","False","Yes"
"Jeffrey Meldrum","2025-09-09","American anthropologist","47605","False","Yes"
"Paul Baccaglini","2025-09-09","American-born Italian football executive and television personality (''Le Iene'')","24076","True","No"
"Sergio Doplicher","2025-09-09","Italian physicist","18973","False","Yes"
"Allan Cole","2025-09-09","Jamaican footballer (Náutico, national team) and songwriter (""War"")","15299","False","Yes"
"Stefano Benni","2025-09-09","Italian writer","11610","False","Yes"
"Robert K. Corbin","2025-09-09","American politician","7505","False","Yes"
"Mark Norell","2025-09-09","American vertebrate paleontologist","7456","True","No"
"Jim Dickson","2025-09-09","American baseball player (Houston Colt .45s, Cincinnati Reds, Kansas City Athletics)","6084","False","Yes"
"Charlie Kirk","2025-09-10","American conservative activist","40990621","False","Yes"
"Paula Shaw","2025-09-10","American actress (''Freddy vs. Jason'', ''Mr. Young'', ''The Best Little Whorehouse in Texas'')","61914","False","Yes"
"Nicky Ryan","2025-09-10","Irish music producer (Enya)","22436","False","Yes"
"Francesco Trapani","2025-09-10","Italian jeweller and luxury goods executive","10471","False","Yes"
