"name","death_date","description","pageviews"
"Ago-Endrik Kerge","2021-04-25","Estonian ballet dancer and master","89"
"Jim Yates","2021-04-25","American politician","87"
"Potti Veerayya","2021-04-25","Indian actor (''Aggi Veerudu'', ''Tata Manavadu'', ''Yugandhar'') and comedian","0"
"Geno Hayes","2021-04-26","American football player (Tampa Bay Buccaneers, Jacksonville Jaguars, Chicago Bears)","72806"
"Al Schmitt","2021-04-26","American recording engineer (RCA Records, Capitol Studios)","63724"
"Tamara Press","2021-04-26","Ukrainian-born Russian shot putter and discus thrower","28888"
"Charles de Vaulx","2021-04-26","French investor","27533"
"Vassos Lyssarides","2021-04-26","Cypriot politician","24173"
"Charles Beeson","2021-04-26","British television director (''EastEnders'', ''Supernatural'', ''The Mentalist'')","10272"
"Dick Mann","2021-04-26","American Hall of Fame motorcycle racer","8578"
"Rao Dharampal","2021-04-26","Indian politician","4093"
"Waman Bhonsle","2021-04-26","Indian film editor (''Inkaar'', ''Dostana'', ''Agneepath'')","3992"
"Manzoor Ahtesham","2021-04-26","Indian writer","3965"
"David Beriáin","2021-04-26","Spanish journalist and documentary filmmaker","3447"
"Sugrib Singh","2021-04-26","Indian politician","2249"
"Peter Gelson","2021-04-26","English footballer (Brentford, Hillingdon Borough, Hounslow)","1914"
"Florence Piron","2021-04-26","French-Canadian anthropologist and ethicist","1857"
"Austin Flynn","2021-04-26","Irish hurler (Waterford)","1682"
"Jan Verhoeven","2021-04-26","Dutch singer","1596"
"Roberto Fraile","2021-04-26","Spanish journalist and cameraman","798"
"Cees Koppelaar","2021-04-26","Dutch athlete and field hockey coach (HC Bloemendaal)","606"
"Robert Houston","2021-04-26","American photographer","476"
"Pam Seaborne","2021-04-26","British Olympic hurdler (1952)","258"
"Harold Boatrite","2021-04-26","American composer","206"
"José Luis Álvarez de Castro","2021-04-26","Spanish politician","204"
"Trudie Lamb-Richmond","2021-04-26","American Schaghticoke educator and author","181"
"Julie Gutz","2021-04-26","American baseball player (Springfield Sallies, Muskegon Lassies, Kenosha Comets)","89"
"Diego Martel","2021-04-26","Spanish Olympic swimmer (1968)","77"
"Rashid Sweissat","2021-04-26","Jordanian boxer","65"
"Erik Heinrichs","2021-04-26","Finnish diplomat","36"
"Lia Hinten","2021-04-26","Dutch Olympic pentathlete (1964)","20"
"Peter Vogel","2021-04-26","Swiss Olympic cyclist (1960)","11"
"Kavi Daad","2021-04-26","Indian poet","0"
"Hirotaka Izumi","2021-04-26","Japanese keyboardist","0"
"Adam Kolton","2021-04-26","American environmentalist","0"
"Ramu","2021-04-26","Indian film producer (''A. K. 47'', ''Lockup Death'', ''Kalasipalya'')","0"
"Anita Lane","2021-04-27","Australian singer-songwriter (Nick Cave and the Bad Seeds)","141170"
"Miroslav Fryčer","2021-04-27","Czech ice hockey player (HC Vítkovice, Toronto Maple Leafs) and coach (Orli Znojmo)","28624"
"Manoj Das","2021-04-27","Indian writer","28402"
"Rory Young","2021-04-27","Irish conservationist","17461"
"Leela Nambudiripad","2021-04-27","Indian children's author","17440"
"Charles Strum","2021-04-27","American journalist (''The New York Times'') and author","14769"
"Aristóbulo Istúriz","2021-04-27","Venezuelan politician and academic","11531"
"Karuna Shukla","2021-04-27","Indian politician","7126"
"Dave Cull","2021-04-27","New Zealand politician","6994"
"Ed Diener","2021-04-27","American psychologist and author","6935"
"Frank Cox","2021-04-27","British television director (''Doctor Who'', ''Take the High Road'')","6438"
"Kakhi Kavsadze","2021-04-27","Georgian actor (''White Sun of the Desert'', ''Melodies of Vera Quarter'', ''The Wishing Tree'')","5809"
"Nicholas Cheong Jin-suk","2021-04-27","South Korean Roman Catholic cardinal","5208"
"Bleddyn Jones","2021-04-27","Welsh rugby commentator","4892"
"Thamira","2021-04-27","Indian film director (''Rettaisuzhi'', ''Aan Devathai'')","3868"
"René Padilla","2021-04-27","Ecuadorian evangelical theologian and missiologist","3593"
"George P. Kazen","2021-04-27","American jurist","2502"
"Gonzalo Aguirre Ramírez","2021-04-27","Uruguayan politician","2317"
"Sidnal Shanmukhappa Basappa","2021-04-27","Indian politician","2106"
"Marghoob Banihali","2021-04-27","Indian poet","2037"
"Marie-Françoise Leclère","2021-04-27","French journalist (''Elle'', ''Le Point'')","1704"
"Jan Stefan Gałecki","2021-04-27","Polish Roman Catholic prelate","1536"
"Rameshwar Patidar","2021-04-27","Indian politician","1234"
"Paul Couter","2021-04-27","Belgian guitarist (TC Matic)","1168"
"Chittoor Venugopal","2021-04-27","Indian military officer","1099"
"Fawzia Al-Abbasi","2021-04-27","Egyptian television journalist","947"
"Isaac Mogase","2021-04-27","South African politician","557"
"Pedro Soto","2021-04-27","Spanish politician","553"
"Jean-Guy Pilon","2021-04-27","Canadian poet","547"
"Imre Horváth","2021-04-27","Hungarian politician","465"
"John Latham","2021-04-27","British climate physicist","414"
"Frances Sherwood","2021-04-27","American author","344"
"Franklin Zielski","2021-04-27","Canadian Olympic rower (1960)","133"
"Louis Sager Hunsucker Jr.","2021-04-27","American poker player","0"
"Michael Collins","2021-04-28","American astronaut (Apollo 11)","629563"
"El Risitas","2021-04-28","Spanish comedian","536991"
"Kesar Singh","2021-04-28","Indian politician","21611"
"Eknath Gaikwad","2021-04-28","Indian politician","20586"
"Thomas R. Berger","2021-04-28","Canadian politician and jurist","16806"
"Jason Matthews","2021-04-28","American author (''Red Sparrow'')","11884"
"Madeline Davis","2021-04-28","American LGBT activist and historian","11795"
"Anish Deb","2021-04-28","Indian writer","10134"
"Clyde Leon","2021-04-28","Trinidadian footballer (Arima Fire, W Connection, national team)","5364"
"Janardan Singh Gehlot","2021-04-28","Indian sports administrator","4605"
"Steve Perks","2021-04-28","English footballer (Shrewsbury Town)","3743"
"Toni Dalli","2021-04-28","Italian musician and restaurateur","3423"
"Federico Salas","2021-04-28","Peruvian politician","2864"
"Anthony Johnson","2021-04-28","Jamaican politician","2783"
"Mara Abrantes","2021-04-28","Brazilian-Portuguese singer and actress (''A Canção da Saudade'', ''Malandros em Quarta Dimensão'')","1928"
"Liuwe Tamminga","2021-04-28","Dutch organist and harpsichordist","1857"
"Celso Dayrit","2021-04-28","Filipino fencer and sports executive","1543"
"Claude Jasmin","2021-04-28","Canadian journalist","1210"
"Joseph Pokossy Doumbe","2021-04-28","Cameroonian politician","1170"
"Hussein Faris","2021-04-28","Israeli politician","1031"
"Chelato Uclés","2021-04-28","Honduran footballer (Atlético Español) and coach (Real España, national team)","851"
"François Fédier","2021-04-28","French philosopher and translator","805"
"Louis Pierna","2021-04-28","French politician","722"
"Miguel Ángel Furones","2021-04-28","Spanish writer and creative director (Leo Burnett Worldwide, Publicis)","576"
"Min Guirong","2021-04-28","Chinese thermophysicist and space technologist","410"
"Jim Monachino","2021-04-28","American football player (San Francisco 49ers, Washington Redskins)","164"
"Samisoni Viriviri","2021-04-28","Fijian rugby union coach","124"
"Francisco de Andrade","2021-04-28","Portuguese Olympic sailor","67"
"Karl Ingebrigtsen","2021-04-28","Norwegian politician","30"
"Walt Jenkins","2021-04-28","American football player (Detroit Lions, Hamilton Tiger-Cats)","0"
"Marian Simms","2021-04-28","Australian political scientist","0"
"Johnny Crawford","2021-04-29","American actor (''The Rifleman'', ''Village of the Giants'', ''The Space Children'') and singer","441066"
"Anne Buydens","2021-04-29","German-born American philanthropist","188753"
"Mantfombi Dlamini","2021-04-29","Swazi royal","150165"
"Billie Hayes","2021-04-29","American actress (''H.R. Pufnstuf'', ''The Black Cauldron'', ''Transformers: Rescue Bots'')","69911"
"Pierce Fulton","2021-04-29","American disc jockey and record producer","49985"
"Frank McRae","2021-04-29","American actor (''*batteries not included'', ''Licence to Kill'') and football player (Chicago Bears)","44124"
"Tony Markellis","2021-04-29","American bassist (Trey Anastasio Band)","29911"
"John Hinch","2021-04-29","British drummer (Judas Priest, Bakerloo)","24537"
"Will Mecum","2021-04-29","American rock guitarist and songwriter (Karma to Burn, Year Long Disaster)","21106"
"Courtney Hall","2021-04-29","American football player (San Diego Chargers)","19919"
"Prince Muhammad bin Talal","2021-04-29","Jordanian royal","19202"
"Ronnie Govender","2021-04-29","South African playwright","15222"
"Pete Lammons","2021-04-29","American football player (New York Jets, Green Bay Packers)","15030"
"Hans van Baalen","2021-04-29","Dutch politician","13705"
"Martin Bookspan","2021-04-29","American music broadcaster (''Live from Lincoln Center'') and author","11094"
"Kunwar Bechain","2021-04-29","Indian poet","10939"
"Zhang Enhua","2021-04-29","Chinese footballer (Dalian Wanda, Grimsby Town, national team)","10709"
"Filippo Mondelli","2021-04-29","Italian rower","9216"
"Hafid Bouazza","2021-04-29","Moroccan-Dutch writer","7193"
"Riyaz Ahmad","2021-04-29","Indian politician","6085"
"David B. Wake","2021-04-29","American herpetologist","5321"
"Frank Brogan","2021-04-29","Scottish footballer (Celtic, Ipswich Town, Halifax Town)","5296"
"Willy Mckey","2021-04-29","Venezuelan poet and writer","5091"
"C. Aranganayagam","2021-04-29","Indian politician","5065"
"Laxman Giluwa","2021-04-29","Indian politician","3977"
"Cate Haste","2021-04-29","English author and historian","3623"
"Libertad Leblanc","2021-04-29","Argentine actress (''Harassed'', ''La endemoniada'', ''Deliciously Amoral'')","3288"
"R. S. G. Chelladurai","2021-04-29","Indian actor (''Maari'', ''Theri'')","3127"
"Amris","2021-04-29","Indonesian general and politician","2346"
"Rajendrasingh Baghel","2021-04-29","Indian politician","2172"
"Mahinda Balasuriya","2021-04-29","Sri Lankan police officer","1894"
"Kazimierz Kord","2021-04-29","Polish conductor","1716"
"Hassan Dardir","2021-04-29","Saudi Arabian actor","1597"
"Onésimo Silveira","2021-04-29","Cape Verdean politician and writer","1400"
"Michel Lejeune","2021-04-29","French politician","916"
"Roy McWeeny","2021-04-29","English physicist and academic","877"
"Terry Groom","2021-04-29","Australian politician","786"
"Panama Red","2021-04-29","American musician and songwriter","767"
"Bogdan Žižić","2021-04-29","Croatian film director (''The House'', ''Don't Lean Out the Window'', ''Early Snow in Munich'') and screenwriter","630"
"Allan Cosio","2021-04-29","Filipino artist","597"
"André Evrard","2021-04-29","Swiss painter","495"
"Mary E. Rice","2021-04-29","American invertebrate zoologist","397"
"Nell Znamierowski","2021-04-29","American textile artist","342"
"Kazuo Oka","2021-04-29","Japanese voice actor (''Tsuki ga Kirei'', ''Naruto'', ''Romeo × Juliet'')","186"
"Michael W. Friedlander","2021-04-29","South African-born American physicist and skeptic","179"
"Michael Greenwood","2021-04-29","English footballer (Bishop Auckland, national team)","106"
"Andrew J. Reck","2021-04-29","American philosopher","66"
"Roger Fauteux","2021-04-29","Canadian artist","55"
"Caleb Maduoma","2021-04-29","Nigerian Anglican prelate","4"
"Mongashti Amirian","2021-04-29","Iranian Olympic weightlifter (1960)","0"
"José Francisco Gallardo Rodríguez","2021-04-29","Mexican army general and academic","0"
"Rohit Sardana","2021-04-30","Indian journalist (Zee News, Aaj Tak)","1474028"
"K. V. Anand","2021-04-30","Indian cinematographer (''Thenmavin Kombath'') and film director (''Kana Kandaen'', ''Anegan'')","489522"
"Eli Broad","2021-04-30","American philanthropist","89527"
"Ray Reyes","2021-04-30","Puerto Rican singer (Menudo, El Reencuentro)","88484"
"Chandro Tomar","2021-04-30","Indian sharpshooter","57514"
"Soli Sorabjee","2021-04-30","Indian jurist","53735"
"Jagdish Lad","2021-04-30","Indian bodybuilder","29215"
"Anthony Payne","2021-04-30","English composer (Symphony No. 3)","20534"
"John Dee Holeman","2021-04-30","American Piedmont blues guitarist","16960"
"Azad Rahimov","2021-04-30","Azerbaijani politician","7071"
"Kom Chuanchuen","2021-04-30","Thai actor (''Heaven's Seven'') and comedian","6043"
"Ling How Doong","2021-04-30","Singaporean politician","4666"
"Claudia Barrett","2021-04-30","American actress (''A Life at Stake'', ''The Happy Years'')","4440"
"Kęstutis Glaveckas","2021-04-30","Lithuanian politician","4158"
"Neltje Doubleday Kings","2021-04-30","American artist and philanthropist","1709"
"Pio Vittorio Vigo","2021-04-30","Italian Roman Catholic prelate","1471"
"Flemming Hansen","2021-04-30","Danish politician","1173"
"Aleksei Bespalikov","2021-04-30","Russian politician","1168"
"Takashi Tachibana","2021-04-30","Japanese journalist","1033"
"Mark Lancaster","2021-04-30","English artist and set designer","826"
"Chris Heintz","2021-04-30","French-Canadian aeronautical engineer","795"
"Jevgeni Tomberg","2021-04-30","Estonian politician","767"
"Sanjay Kumar Seth","2021-04-30","Indian judge","741"
"Hugh Coflin","2021-04-30","Canadian ice hockey player (Chicago Blackhawks)","397"
"William Cain","2021-04-30","Manx lawyer","360"
"Dick Davis","2021-04-30","American football player (Dallas Texans)","164"
"Mišo Juzmeski","2021-04-30","Macedonian writer","111"
"Md Yusnan Yusof","2021-04-30","Malaysian politician","15"
"Shragee Gestetner","2021-04-30","Canadian-American Hasidic singer","0"
"Khelan Ram Jangde","2021-04-30","Indian politician","0"
"Olympia Dukakis","2021-05-01","American actress (''Moonstruck'', ''Steel Magnolias'', ''Tales of the City'')","783013"
"Bikramjeet Kanwarpal","2021-05-01","Indian actor (''Shortcut Romeo'', ''Ghazi'', ''Madha'')","301247"
"Tom Hickey","2021-05-01","Irish actor (''Gothic'', ''High Spirits'', ''My Left Foot'')","44133"
"John Paul Leon","2021-05-01","American comic book artist (''Static'', ''Earth X'', ''The Winter Men'')","38415"
"Ernest E. West","2021-05-01","American soldier","22085"
"Helen Murray Free","2021-05-01","American chemist","16785"
"Kate Jennings","2021-05-01","Australian poet and writer (''Moral Hazard'')","11420"
"Debu Chaudhuri","2021-05-01","Indian sitarist and writer","10515"
"Joseph Z. Nederlander","2021-05-01","American theatre owner and manager","10450"
"Paul Ioannidis","2021-05-01","Greek resistance fighter and pilot","6073"
"Wondress Hutchinson","2021-05-01","American singer (""Got to Have Your Love"")","5813"
"Pieter Aspe","2021-05-01","Belgian writer","5054"
"Joseph W. Hatchett","2021-05-01","American jurist","4512"
"Felicia Adeyoyin","2021-05-01","Nigerian educationist and princess","4251"
"Kishan Rungta","2021-05-01","Indian cricket player (Maharashtra, Rajasthan) and administrator","2231"
"Al Jamison","2021-05-01","American football player (Houston Oilers)","2023"
"Richard Halliwell","2021-05-01","British game designer (''Warhammer'', ''Space Hulk'', ''Block Mania'')","1946"
"Francis Ducreux","2021-05-01","French racing cyclist","1918"
"Rafael Roncagliolo","2021-05-01","Peruvian diplomat and politician","1805"
"José Daniel Falla Robles","2021-05-01","Colombian Roman Catholic prelate","1718"
"József Hámori","2021-05-01","Hungarian biologist and politician","1654"
"Jean Fontaine","2021-05-01","French theologian and writer","1621"
"Ghulam Mohammed Khan","2021-05-01","Indian equestrian","1527"
"Mikhail Plotkin","2021-05-01","Russian music producer and administrator (Vesyolye Rebyata, Samotsvety, Leysya, Pesnya)","1439"
